document_id,paragraph_id,sentence_id,sentence_text,term
doc_agropoli_09,11,1,"SERVIZIO DI SPAZZAMENTO, RACCOLTA, TRASPORTO E SMALTIMENTO/RECUPERO DEI RIFIUTI URBANI ED ASSIMILATI E SERVIZI COMPLEMENTARI DELLA CITTA' DI AGROPOLI” VALEVOLE PER UN QUINQUENNIO.",servizio di spazzamento
doc_agropoli_09,15,0,II.5) Ammissibilità di varianti,
doc_agropoli_09,15,1,"SI, solo, se intese come offerte migliorative/integrative, che non modifichino la struttura sostanziale del servizio, così come definito nel Capitolato Tecnico-prestazionale e nel Disciplinare di gara e che non comportino oneri aggiuntivi rispetto all'importo posto a base di gara.",
doc_agropoli_09,17,1,Periodo: anni 5 decorrenti dalla data di consegna dei servizi.,
doc_agropoli_09,18,0,"SEZIONE III: INFORMAZIONI DI CARATTERE GIURIDICO, ECONOMICO, FINANZIARIO TECNICO",
doc_agropoli_09,20,0,III.1.1) Soggetti ammessi a partecipare,
doc_agropoli_09,20,1,"Sono ammessi i soggetti individuati nell'articolo 45 del D.lgs. 50/2016, che non rientrino nei motivi di esclusione di cui all'articolo 80 del D.lgs. 50/2016 nonché gli operatori economici stabiliti in altri Stati membri, costituiti conformemente alla legislazione vigente nei rispettivi Paesi.",
doc_agropoli_09,25,1,E' richiesta una cauzione provvisoria pari all' 2% dell'importo complessivo dell'appalto; in caso di aggiudicazione si applica l'art. 103 del D.Lgs 50/2016 e altre indicate nel disciplinare di gara.,
doc_agropoli_09,26,0,"SEZIONE IV: PROCEDURA DI GARA, TERMINE RICEZIONE E APERTURA OFFERTE",
doc_agropoli_09,27,0,4.1) Tipo di procedura,
doc_agropoli_09,27,1,"Procedura aperta ai sensi dell'art 60 del D.Lgs n. 50/2016 e ss.mm.ii con svincolo dall'offerta valida decorsi 180 giorni, dalla scadenza del termine di presentazione dell'offerta.",
doc_agropoli_09,29,0,4.3) Informazioni di carattere amministrativo,
doc_agropoli_09,29,2,CIG: 913437872E - CUP: G81E22000020004;,
doc_agropoli_09,29,4,Termine (ridotto) per il ricevimento delle offerte o delle domande di partecipazione: NO,
doc_agropoli_09,29,6,Le offerte che perverranno dopo la data e l'ora suddette saranno escluse e non prese in considerazione,
doc_agropoli_09,29,7,Modalità di apertura delle offerte:,
doc_agropoli_09,29,8,"L'apertura delle buste elettroniche, presentate nella data e nell'ora sopra detta avverrà presso la sede della C.U.C. in Agropoli – 84043 Piazza della Repubblica, 3 – VI° livello – Area Lavori Pubblici Porto e Demanio - in seduta pubblica il giorno 09.05.2022 alle ore 15:30.",
doc_agropoli_09,29,9,Persone ammesse ad assistere all'apertura delle offerte:,
doc_agropoli_09,29,10,SI. Sono ammessi i legali rappresentanti ovvero loro delegati.,
doc_agropoli_09,32,0,Il Responsabile della CUC Sergio Lauriana,
doc_agropoli_09,32,1,"“copia analogica sottoscritta con firma a mezzo stampa predisposta secondo l'articolo 3 del D.lgs 39/1993 e l'articolo 3bis, comma 4bis del Codice dell'amministrazione digitale”",
doc_agropoli_13,1,0,Inaugurato il Centro di raccolta comunale,centro di raccolta comunale
doc_agropoli_13,1,1,E' stato inaugurato questa mattina il Centro di raccolta comunale.,centro di raccolta comunale
doc_agropoli_13,1,2,"Sorge in località Malagenia, area periferica della Città di Agropoli, su una superficie di 2.500 metri quadrati circa.",
doc_agropoli_13,1,4,"Il Centro sarà al momento operativo solo per la logistica dell'azienda, quindi dal 1 settembre 2021 sarà aperto al pubblico.",
doc_agropoli_13,1,5,"Da quella data si potranno conferire: ingombranti già selezionati, sfalci di potatura e tutti i tipi di rifiuti riciclabili (carta, carta, plastica in mono materiale, ecc.).",carta
doc_agropoli_13,1,5,"Da quella data si potranno conferire: ingombranti già selezionati, sfalci di potatura e tutti i tipi di rifiuti riciclabili (carta, carta, plastica in mono materiale, ecc.).", conferire
doc_agropoli_13,1,5,"Da quella data si potranno conferire: ingombranti già selezionati, sfalci di potatura e tutti i tipi di rifiuti riciclabili (carta, carta, plastica in mono materiale, ecc.).", ingombranti
doc_agropoli_13,1,5,"Da quella data si potranno conferire: ingombranti già selezionati, sfalci di potatura e tutti i tipi di rifiuti riciclabili (carta, carta, plastica in mono materiale, ecc.).", plastica in mono materiale
doc_agropoli_13,1,5,"Da quella data si potranno conferire: ingombranti già selezionati, sfalci di potatura e tutti i tipi di rifiuti riciclabili (carta, carta, plastica in mono materiale, ecc.).", rifiuti riciclabili
doc_agropoli_13,1,5,"Da quella data si potranno conferire: ingombranti già selezionati, sfalci di potatura e tutti i tipi di rifiuti riciclabili (carta, carta, plastica in mono materiale, ecc.).", sfalci di potatura
doc_agropoli_13,1,6,"«Ringrazio – afferma il sindaco Adamo Coppola – gli uffici comunali che hanno seguito questo lavoro e la Sarim che ha realizzato l'intervento, anche con rapidità.",
doc_agropoli_13,1,7,"Si è perso un po' di tempo per la pandemia, per procedure di carattere burocratico-amministrativo e per alcuni ricorsi.",
doc_agropoli_13,1,8,"Questi ultimi però sono stati buona cosa perché in un certo senso hanno fortificato le procedure svolte, in quanto incrementando i controlli è stato come sottoporci alle analisi del sangue, certificando alla fine che le cose sono state fatte bene».",
doc_agropoli_13,1,9,"E sulla struttura ha sottolineato: «il Centro di raccolta nasce in un punto strategico e nella sua semplicità va a risolvere tanti problemi: in primis si potranno presto depositare gli ingombranti, eliminando le attese, oltre a tante altre tipologie di rifiuti, in secondo luogo si migliora la logistica dell'azienda.",centro di raccolta
doc_agropoli_13,1,9,"E sulla struttura ha sottolineato: «il Centro di raccolta nasce in un punto strategico e nella sua semplicità va a risolvere tanti problemi: in primis si potranno presto depositare gli ingombranti, eliminando le attese, oltre a tante altre tipologie di rifiuti, in secondo luogo si migliora la logistica dell'azienda.", ingombranti
doc_agropoli_13,1,9,"E sulla struttura ha sottolineato: «il Centro di raccolta nasce in un punto strategico e nella sua semplicità va a risolvere tanti problemi: in primis si potranno presto depositare gli ingombranti, eliminando le attese, oltre a tante altre tipologie di rifiuti, in secondo luogo si migliora la logistica dell'azienda.", rifiuti
doc_agropoli_13,1,10,E' presente una rampa per lo svuotamento dei rifiuti nei cassoni che poi partiranno per essere portati a smaltimento.,cassoni
doc_agropoli_13,1,10,E' presente una rampa per lo svuotamento dei rifiuti nei cassoni che poi partiranno per essere portati a smaltimento., rifiuti
doc_agropoli_13,1,10,E' presente una rampa per lo svuotamento dei rifiuti nei cassoni che poi partiranno per essere portati a smaltimento., smaltimento
doc_agropoli_13,1,11,Con questa struttura quindi raggiungiamo un doppio risultato: implementiamo la logistica della società e miglioriamo il servizio ai cittadini.,
doc_agropoli_13,1,12,Un meccanismo virtuoso che ci porta a dire di aver fatto un buon lavoro».,
doc_agropoli_13,1,13,"«Il Centro di raccolta – dichiara Silvio Petrone, direttore generale della Sarim Srl – è uno strumento per migliorare la performance ambientale: non solo dal punto di vista logistico per l'azienda che gestisce la raccolta dei rifiuti ma anche per i cittadini, affinché possano differenziare sempre meglio i rifiuti, riducendo magari l'abbandono degli stessi.",centro di raccolta
doc_agropoli_13,1,13,"«Il Centro di raccolta – dichiara Silvio Petrone, direttore generale della Sarim Srl – è uno strumento per migliorare la performance ambientale: non solo dal punto di vista logistico per l'azienda che gestisce la raccolta dei rifiuti ma anche per i cittadini, affinché possano differenziare sempre meglio i rifiuti, riducendo magari l'abbandono degli stessi.", abbandono
doc_agropoli_13,1,13,"«Il Centro di raccolta – dichiara Silvio Petrone, direttore generale della Sarim Srl – è uno strumento per migliorare la performance ambientale: non solo dal punto di vista logistico per l'azienda che gestisce la raccolta dei rifiuti ma anche per i cittadini, affinché possano differenziare sempre meglio i rifiuti, riducendo magari l'abbandono degli stessi.", differenziare
doc_agropoli_13,1,13,"«Il Centro di raccolta – dichiara Silvio Petrone, direttore generale della Sarim Srl – è uno strumento per migliorare la performance ambientale: non solo dal punto di vista logistico per l'azienda che gestisce la raccolta dei rifiuti ma anche per i cittadini, affinché possano differenziare sempre meglio i rifiuti, riducendo magari l'abbandono degli stessi.", raccolta dei rifiuti
doc_agropoli_13,1,15,"Al momento ci sarà una fase di start up per rodarla un po', poi dal prossimo mese i cittadini potranno venire a conferire liberamente tutti i materiali differenziati».",conferire
doc_agropoli_13,1,15,"Al momento ci sarà una fase di start up per rodarla un po', poi dal prossimo mese i cittadini potranno venire a conferire liberamente tutti i materiali differenziati».", materiali differenziati
doc_agropoli_13,2,0,"Agropoli, 04.08.2021",
doc_auletta_01,1,0,Comune di Auletta ,
doc_auletta_01,1,1,Provincia di Salerno,
doc_auletta_01,2,0,"L'AMMINISTRAZIONE COMUNALE Rende noto che, con Delibera di Consiglio Comunale n. 13 del 05/08/2021 sono state approvate le aliquote in vigore per l'anno 2021 e con Giunta Comunale n. 46 del 27/09/2021, sono state previste AGEVOLAZIONI TASSA RIFIUTI – ANNO 2021",agevolazioni tassa rifiuti
doc_auletta_01,3,0,BENEFICIARI ,
doc_auletta_01,4,0,UTENZE NON DOMESTICHE - Riduzioni attribuite d'ufficio ,utenze non domestiche
doc_auletta_01,5,1,Fascia 1 - Riduzione del 80% della parte variabile,parte variabile
doc_auletta_01,5,4,- centri estetici e centri benessere;,
doc_auletta_01,5,5,"- discoteche, sale da ballo, night club e simili (sale giochi, biliardi, attività connesse a organizzazione eventi);",
doc_auletta_01,5,6,- ludoteche; Fascia 2 - Riduzione del 60% della parte variabile,parte variabile
doc_auletta_01,5,7,"- associazioni, biblioteche, musei, scuole (ballo, guida ecc.);",
doc_auletta_01,5,8,- alberghi con ristorante;,
doc_auletta_01,5,9,"- alberghi senza ristorante e B&B, case vacanze, affittacamere (purché gestiti in forma imprenditoriale); negozi di antiquariato, cappelli, filatelia, ombrelli, tappeti, tende e tessuti;",
doc_auletta_01,5,10,"- osterie, pizzerie, pub, ristoranti, trattorie;",
doc_auletta_01,5,11,"- bar, caffè, pasticceria;",
doc_auletta_01,5,12,"- birrerie, hamburgerie, mense;",
doc_auletta_01,5,14,- studi fotografici;,
doc_auletta_01,5,15,- parrucchieri e barbieri.,
doc_auletta_01,5,17,"- negozi di abbigliamento, di calzature, di beni durevoli, oggettistica (esclusi negozi di biancheria, igiene personale e per la casa, negozi di abbigliamento/calzature/articoli per bambini);",
doc_auletta_01,5,18,- fiori e piante.,
doc_auletta_01,5,19,Fascia 4 - Riduzione del 30% della parte variabile,parte variabile
doc_auletta_01,5,20,- autotrasporti;,
doc_auletta_01,5,21,- distributori carburante;,
doc_auletta_01,5,22,"- librerie, cartolerie;",
doc_auletta_01,5,23,"- attività artigianali (falegname, idraulico, elettricista ecc.);",
doc_auletta_01,5,24,"- carrozzerie, autofficine, elettrauto;",
doc_auletta_01,5,26,"- analisi cliniche, studi medici, studi veterinari);",
doc_auletta_01,5,27,- studi professionali;,
doc_auletta_01,5,28,"- esposizioni, autosaloni.",
doc_auletta_01,6,0,UTENZE DOMESTICHE - Riduzioni attribuite d'ufficio,utenze domestiche
doc_auletta_01,7,0,"Riduzioni, d'ufficio, a tutti i contribuenti titolari di utenze domestiche defalcando direttamente dal ruolo della quota variabile della categoria e sino alla concorrenza del dell'importo disponibile pari ad € 21.650,63;",contribuenti titolari
doc_auletta_01,7,0,"Riduzioni, d'ufficio, a tutti i contribuenti titolari di utenze domestiche defalcando direttamente dal ruolo della quota variabile della categoria e sino alla concorrenza del dell'importo disponibile pari ad € 21.650,63;", quota variabile
doc_auletta_01,7,0,"Riduzioni, d'ufficio, a tutti i contribuenti titolari di utenze domestiche defalcando direttamente dal ruolo della quota variabile della categoria e sino alla concorrenza del dell'importo disponibile pari ad € 21.650,63;", utenze domestiche
doc_auletta_01,9,1,- da 0 a 10.000 riduzione del 90% della quota variabile;,quota variabile
doc_auletta_01,9,3,- da 20.001 a 30.000 riduzione del 70% della quota variabile;,quota variabile
doc_auletta_01,9,5,- oltre 35.001 nessuna riduzione.,
doc_auletta_01,10,0,Resta inteso che per l'attribuzione del beneficio verrà redatta apposita graduatoria in base al valore ISEE e l'assegnazione del contributo è fissato sino alla concorrenza delle somme a disposizione.,
doc_auletta_01,10,1,"A pena di decadenza, per l'ottenimento dell'agevolazione, i contribuenti delle UTENZE DOMESTICHE dovranno presentare apposita istanza, da consegnare al protocollo comunale o trasmettere a mezzo Pec all'indirizzo: protocollo.auletta@asmepec.it utilizzando i moduli disponibili sul sito web istituzionale: www.comune.auletta.sa.it ENTRO IL: 30 OTTOBRE 2021",utenze domestiche
doc_auletta_01,10,1,"A pena di decadenza, per l'ottenimento dell'agevolazione, i contribuenti delle UTENZE DOMESTICHE dovranno presentare apposita istanza, da consegnare al protocollo comunale o trasmettere a mezzo Pec all'indirizzo: protocollo.auletta@asmepec.it utilizzando i moduli disponibili sul sito web istituzionale: www.comune.auletta.sa.it ENTRO IL: 30 OTTOBRE 2021", contribuenti
doc_auletta_01,10,2,Per ulteriori informazioni e chiarimenti rivolgersi all'Ufficio Tributi utilizzando il seguente contatto telefonico unicamente il giovedì di ogni settimana disponibile: tel. 0975-1900676,
doc_auletta_01,10,3,"Dalla Residenza Municipale, lì 07/10/2021 Il Sindaco Pietro Pessolano",
doc_auletta_04,1,0,COMUNE DI AULETTA,
doc_auletta_04,1,2,Via Provinciale - 84031 AULETTA (SA) – E-mail: comuneauletta@tiscali.it,
doc_auletta_04,2,0,TARI 2021,tari
doc_auletta_04,2,1,RIDUZIONE PREVISTA PER EMERGENZA COVID-19 UTENZE NON DOMESTICHE,utenze non domestiche
doc_auletta_04,2,2,AVVISO PUBBLICO,
doc_auletta_04,3,0,"Visto l'art. 6 del D.L. n. 73/2021, pubblicato sulla Gazzetta Ufficiale n. 123 del 25 maggio 2021;",
doc_auletta_04,4,0,Vista la Delibera di Consiglio Comunale n 13 del 05/08/2021 relativa all'approvazione delle tariffe ai fini della Tassa sui Rifiuti (TARI) anno 2021;,tassa sui rifiuti
doc_auletta_04,4,0,Vista la Delibera di Consiglio Comunale n 13 del 05/08/2021 relativa all'approvazione delle tariffe ai fini della Tassa sui Rifiuti (TARI) anno 2021;, tariffe
doc_auletta_04,5,0,"Vista la Delibera di Giunta Comunale n. 46 del 27/09/2021 relativa all'approvazione delle agevolazioni TARI annualità 2021 Emergenza COVID19 – utenze non domestiche – Allegato a) - con la quale veniva stabilita una riduzione per le Utenze Non Domestiche, da riconoscersi, d'ufficio, sulla quota variabile della tariffa TARI 2021, e sino alla concorrenza del contributo dello Stato disponibile pari ad € 8.319,00 per come di seguito riportata:",utenze non domestiche
doc_auletta_04,5,0,"Vista la Delibera di Giunta Comunale n. 46 del 27/09/2021 relativa all'approvazione delle agevolazioni TARI annualità 2021 Emergenza COVID19 – utenze non domestiche – Allegato a) - con la quale veniva stabilita una riduzione per le Utenze Non Domestiche, da riconoscersi, d'ufficio, sulla quota variabile della tariffa TARI 2021, e sino alla concorrenza del contributo dello Stato disponibile pari ad € 8.319,00 per come di seguito riportata:", agevolazioni tari
doc_auletta_04,5,0,"Vista la Delibera di Giunta Comunale n. 46 del 27/09/2021 relativa all'approvazione delle agevolazioni TARI annualità 2021 Emergenza COVID19 – utenze non domestiche – Allegato a) - con la quale veniva stabilita una riduzione per le Utenze Non Domestiche, da riconoscersi, d'ufficio, sulla quota variabile della tariffa TARI 2021, e sino alla concorrenza del contributo dello Stato disponibile pari ad € 8.319,00 per come di seguito riportata:", quota variabile
doc_auletta_04,5,0,"Vista la Delibera di Giunta Comunale n. 46 del 27/09/2021 relativa all'approvazione delle agevolazioni TARI annualità 2021 Emergenza COVID19 – utenze non domestiche – Allegato a) - con la quale veniva stabilita una riduzione per le Utenze Non Domestiche, da riconoscersi, d'ufficio, sulla quota variabile della tariffa TARI 2021, e sino alla concorrenza del contributo dello Stato disponibile pari ad € 8.319,00 per come di seguito riportata:", tariffa tari
doc_auletta_04,6,0,FASCIA 1 - RIDUZIONE DEL 80% DELLA PARTE VARIABILE ,parte variabile
doc_auletta_04,6,1,- cinematografi e teatri;,
doc_auletta_04,6,2,"- palestre, piscine e impianti sportivi;",
doc_auletta_04,6,3,- centri estetici e centri benessere;,
doc_auletta_04,6,4,"- discoteche, sale da ballo, night club e simili (sale giochi, biliardi, attività connesse a organizzazione eventi);",
doc_auletta_04,7,0,FASCIA 2 - RIDUZIONE DEL 60% DELLA PARTE VARIABILE,parte variabile
doc_auletta_04,7,1,"- associazioni, biblioteche, musei, scuole (ballo, guida ecc.);",
doc_auletta_04,7,2,- alberghi con ristorante;,
doc_auletta_04,7,3,"- alberghi senza ristorante e B&B, case vacanze, affittacamere (purché gestiti in forma imprenditoriale);",
doc_auletta_04,7,5,"- osterie, pizzerie, pub, ristoranti, trattorie;",
doc_auletta_04,7,7,"- birrerie, hamburgerie, mense;",
doc_auletta_04,7,8,- agenzie di viaggio;,
doc_auletta_04,8,0,FASCIA 3 - RIDUZIONE DEL 50% DELLA PARTE VARIABILE,parte variabile
doc_auletta_04,8,1,"- negozi di abbigliamento, di calzature, di beni durevoli, oggettistica (esclusi negozi di biancheria, igiene personale e per la casa, negozi di abbigliamento/calzature/articoli per bambini);",
doc_auletta_04,8,2,- fiori e piante.,
doc_auletta_04,9,0,FASCIA 4 - RIDUZIONE DEL 30% DELLA PARTE VARIABILE,parte variabile
doc_auletta_04,9,1,- autotrasporti;,
doc_auletta_04,9,2,- distributori carburante;,
doc_auletta_04,9,3,"- librerie, cartolerie;",
doc_auletta_04,9,5,"- carrozzerie, autofficine, elettrauto;",
doc_auletta_04,9,6,"- uffici (esclusi agenzie finanziarie, assicurazioni, ambulatori, poliambulatori, laboratori - analisi cliniche, studi medici, studi veterinari);",
doc_auletta_04,9,7,- studi professionali;,
doc_auletta_04,9,8,"- esposizioni, autosaloni.",
doc_auletta_04,10,0,Il Responsabile dell'Area Economico – Finanziaria Rag. Nicolina Isoldi,
doc_auletta_13,6,0,SERVIZIO RACCOLTA E TRASPORTO,servizio raccolta e trasporto
doc_auletta_13,6,1,Comune di Auletta,
doc_auletta_13,19,0,3.1 LA TASSA SUI RIFIUTI (TARI),tari
doc_auletta_13,19,0,3.1 LA TASSA SUI RIFIUTI (TARI), tassa sui rifiuti
doc_auletta_13,19,1,"In sostituzione della TARES, dall'1.1.2014 è entrata in vigore la Tassa sui Rifiuti (TARI), istituita dalla L. 147 del 27/12/2013 (Legge di stabilità 2014).",tares
doc_auletta_13,19,1,"In sostituzione della TARES, dall'1.1.2014 è entrata in vigore la Tassa sui Rifiuti (TARI), istituita dalla L. 147 del 27/12/2013 (Legge di stabilità 2014).", tari
doc_auletta_13,19,1,"In sostituzione della TARES, dall'1.1.2014 è entrata in vigore la Tassa sui Rifiuti (TARI), istituita dalla L. 147 del 27/12/2013 (Legge di stabilità 2014).", tassa sui rifiuti
doc_auletta_13,19,2,"Il tributo è comprensivo sia della TARI determinata con i criteri presuntivi indicati nel d.P.R. 158/1999 (TARI presuntiva), sia 9  della TARI determinata facendo riferimento ai criteri di calibratura individuale e misurazione delle quantità indicati nel d.P.R. 158/1999 (tributo puntuale).",tari
doc_auletta_13,19,2,"Il tributo è comprensivo sia della TARI determinata con i criteri presuntivi indicati nel d.P.R. 158/1999 (TARI presuntiva), sia 9  della TARI determinata facendo riferimento ai criteri di calibratura individuale e misurazione delle quantità indicati nel d.P.R. 158/1999 (tributo puntuale).", tari presuntiva
doc_auletta_13,19,2,"Il tributo è comprensivo sia della TARI determinata con i criteri presuntivi indicati nel d.P.R. 158/1999 (TARI presuntiva), sia 9  della TARI determinata facendo riferimento ai criteri di calibratura individuale e misurazione delle quantità indicati nel d.P.R. 158/1999 (tributo puntuale).", tributo puntuale
doc_auletta_13,19,3,"Il presupposto impositivo è il possesso o la detenzione a qualsiasi titolo di locali o aree scoperte, a qualsiasi uso adibiti, suscettibili di produrre rifiuti urbani.",rifiuti urbani
doc_auletta_13,19,4,"Per l'applicazione della TARI si considerano le superfici dichiarate o accertate ai fini dei precedenti prelievi sui rifiuti, includendo come parametro anche il numero dei componenti del 0 nucleo familiare.",tari
doc_auletta_13,19,4,"Per l'applicazione della TARI si considerano le superfici dichiarate o accertate ai fini dei precedenti prelievi sui rifiuti, includendo come parametro anche il numero dei componenti del 0 nucleo familiare.", rifiuti
doc_auletta_13,19,5,"Il Comune definisce con propri provvedimenti le norme per l'applicazione del tributo nonché le relative tariffe, nonché eventuali detrazioni d'imposta, sulla scorta del Contratto di Servizio 8 ed in ossequio al Piano Finanziario, redatto ai sensi del MTR2-Arera, validato dall'ETC ed approvato da ARERA.",mtr2-arera
doc_auletta_13,19,5,"Il Comune definisce con propri provvedimenti le norme per l'applicazione del tributo nonché le relative tariffe, nonché eventuali detrazioni d'imposta, sulla scorta del Contratto di Servizio 8 ed in ossequio al Piano Finanziario, redatto ai sensi del MTR2-Arera, validato dall'ETC ed approvato da ARERA.", piano finanziario
